,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
41,accord,center,diseas,control,prevent,famili,reunion,opportun,reconnect,honor,relat,ideal,time,learn,share,famili,health,histori,famili,health,histori,write,graphic,record,diseas,health,condit,present,famili,heart,diseas,stroke,diabet,cancer,high,blood,pressur,use,famili,health,histori,includ,generat,biolog,relat,indic,diagnos,health,problem,deceas,famili,member,caus,death,import,record,famili,member,share,gene,environ,lifestyl,habit,chang,gene,chang,behavior,affect,health,smoke,inact,poor,eat,habit,follow,like,reason,choos,famili,reunion,ideal,set,start,famili,health,histori,healthi,meal,base,famili,recip,serv,outdoor,activ,appropri,age,offer,genet,relat,famili,member,present,cultur,tradit,pass,younger,generat,,,,,,,,,,,,,,,,,,,,,,,,,
42,cecilia,david,high,school,senior,cecilia,hop,career,linguist,david,want,spanish,english,translat,despit,similar,goal,student,arriv,point,academ,live,differ,path,cecilia,speak,spanish,home,studi,formal,year,success,oral,spanish,placement,exam,junior,year,cecilia,place,advanc,spanish,class,david,cecilia,spanish,class,monolingu,english,speaker,receiv,formal,spanish,instruct,classroom,set,year,elementari,school,cecilia,heritag,speaker,spanish,david,foreign,languag,student,exhibit,similar,overal,profici,spanish,cecilia,strength,speak,listen,david,excel,read,write,passag,suggest,cecilia,oral,spanish,skill,indic,spanish,literaci,skill,cecilia,prepar,advanc,spanish,class,superior,david,david,spanish,profici,strengthen,home,base,instruct,david,strength,spanish,direct,result,success,english,languag,art,,,,,,,,,,,,,,,,,,,
43,communiti,includ,peopl,possess,knowledg,skill,preserv,pass,generat,accord,smithsonian,center,folklif,cultur,heritag,bearer,tradit,live,link,chain,histori,bearer,tradit,year,know,tradit,jump,rope,song,eighti,year,play,domino,park,fifti,year,share,tradit,need,right,question,inform,materi,organ,present,way,memori,quilt,recip,book,newslett,audio,visual,interview,gather,record,folklor,tradit,power,connect,past,present,passag,impli,peopl,age,bearer,tradit,document,local,histori,take,work,research,limit,standard,question,profession,historian,document,local,histori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,unit,nation,know,peacekeep,effort,camp,oper,know,negat,impact,local,environ,imagin,thousand,peacekeep,personnel,descend,struggl,communiti,contrari,intend,mission,peacekeep,personnel,instil,resent,communiti,equip,share,limit,resourc,fuel,water,energi,furthermor,host,communiti,unprepar,manag,wast,generat,camp,counteract,negat,impact,oper,green,train,workshop,develop,ensur,forthcom,mission,sustain,passag,impli,peacekeep,mission,general,success,personnel,place,danger,situat,countri,work,harder,support,peacekeep,take,respons,futur,environment,impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,great,wall,china,largest,structur,world,extend,mountain,rang,forest,wall,origin,build,protect,china,northern,border,despit,massiv,size,possibl,wall,singl,continu,structur,furthermor,centuri,construct,loss,life,worker,enorm,present,wall,serv,symbol,chines,dedic,ingenu,serv,popular,tourist,attract,great,wall,china,recogn,world,heritag,site,conclus,great,wall,china,draw,read,passag,longer,serv,initi,purpos,histor,structur,world,tremend,size,repel,invad,northern,china,caus,death,construct,mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,float,object,rowboat,lake,aircraft,carrier,ocean,reli,principl,abil,float,accord,offic,naval,research,archimed,principl,buoyanc,state,bodi,part,complet,submerg,fluid,buoy,forc,equal,weight,fluid,displac,bodi,graviti,act,weight,float,object,pull,downward,forc,displac,water,act,upward,object,float,densiti,weight,unit,volum,float,object,displac,water,equal,state,principl,appli,submerg,object,fish,use,sac,help,sink,rise,water,good,exampl,conclus,archimed,principl,draw,passag,principl,appli,object,certain,size,densiti,object,import,factor,principl,graviti,factor,object,surfac,water,forc,graviti,greater,forc,displac,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,decemb,wright,brother,orvill,wilbur,begin,forev,chang,peopl,travel,orvill,wright,control,brother,fli,machin,fli,second,world,human,man,power,flight,heavier,machin,earli,experi,creat,test,kit,glider,build,wind,tunnel,unit,state,brother,journey,place,histori,fill,ingenu,hard,work,fact,build,plane,wright,flyer,help,build,engin,power,flight,addit,success,flight,follow,wright,brother,receiv,patent,histor,invent,passag,suggest,orvill,wright,invent,brother,wright,flyer,flight,consid,success,build,wind,tunnel,wright,brother,flight,wright,brother,deserv,recognit,histori,receiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,live,travel,york,citi,appl,citi,nicknam,know,york,citi,refer,appl,print,earli,writer,york,morn,telegraph,write,jockey,desir,race,hors,appl,refer,popular,racetrack,york,citi,think,appl,case,refer,hefti,prize,award,race,winner,idea,appl,time,special,treat,time,jazz,musician,phrase,similar,perform,citi,repres,time,appl,wasn,york,convent,visitor,bureau,adopt,term,help,promot,tourism,nicknam,wide,know,passag,impli,nicknam,appl,popular,main,tourist,resid,primarili,refer,citi,entertain,district,initi,refer,state,york,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,distanc,anchorag,nome,mile,terrain,alaskan,town,includ,freez,river,mountain,rang,barren,tundra,prevent,team,sled,driver,call,musher,dog,cover,distanc,quick,possibl,compet,annual,iditarod,sled,race,contest,spend,month,train,dog,gather,equip,suppli,necessari,week,trail,musher,year,train,rais,money,event,prepar,work,time,start,iditarod,commemor,journey,take,musher,dog,race,nome,serum,need,defeat,diphtheria,outbreak,today,great,race,earth,reward,hardi,women,finish,race,pride,extend,place,finish,give,tradit,lantern,award,conclus,iditarod,sled,race,draw,passag,best,strategi,finish,place,cours,easier,complet,today,race,requir,great,deal,commit,contest,primari,purpos,race,transport,diphtheria,vaccin,,,,,,,,,,,,,,,,,,,,,,,,,
50,gateway,arch,loui,overlook,mississippi,river,citi,famous,landmark,tallest,nation,monument,unit,state,begin,construct,arch,complet,measur,feet,wide,base,measur,feet,tall,highest,point,million,travel,arch,year,chanc,look,citi,height,tempt,fortun,tram,insid,arch,brave,visitor,add,thrill,arch,design,sway,wind,inch,mile,hour,wind,passag,suggest,gateway,arch,entir,safe,perfect,design,popular,attract,thrill,seeker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,ailurophil,lover,answer,fact,love,cat,know,bone,bodi,peopl,awar,like,human,fingerprint,nose,uniqu,ailurophil,probabl,know,purr,sign,content,cat,purr,distress,pain,addit,hear,sensit,human,dog,keen,sens,hear,need,time,cat,sleep,hour,awak,domest,speed,approxim,mile,hour,passag,impli,cat,interest,anim,similar,human,distress,pain,better,hunter,dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,albert,einstein,equat,small,matter,releas,larg,energi,object,come,better,demonstr,principl,atom,bomb,einstein,pacifist,concern,rise,power,nazi,germani,convinc,nazi,develop,atom,bomb,add,signatur,letter,warn,presid,roosevelt,advanc,scienc,germani,letter,urg,roosevelt,administr,begin,research,develop,atom,bomb,final,stag,world,unit,state,weapon,japan,short,death,einstein,say,regret,add,letter,express,import,unit,state,develop,weapon,germani,passag,impli,einstein,direct,respons,end,world,belief,pacif,test,world,event,know,start,equat,lead,nuclear,weapon,fear,scientist,japan,work,atom,bomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,chrysler,build,york,citi,complet,time,tallest,build,world,empir,state,build,construct,chrysler,build,contain,brick,exterior,window,approxim,rivet,construct,build,last,year,automobil,relat,sculptur,includ,radiat,cap,wheel,hood,ornament,decor,exterior,lobbi,ceil,mural,depict,scene,chrysler,assembl,line,walter,chrysler,commiss,build,want,tallest,build,world,architect,claim,architect,involv,suspect,financi,arrang,build,contractor,chrysler,corpor,move,offic,chrysler,build,chang,passag,suggest,chrysler,build,histor,unoccupi,today,architectur,marvel,reason,second,tallest,build,york,citi,admir,offic,build,world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,seahors,interest,characterist,seahors,teeth,use,snout,suck,food,mouth,bodi,shape,seahors,weak,swimmer,easili,exhaust,attempt,resist,constant,movement,fortun,prehensil,tail,suit,grasp,stationari,object,appear,distinct,alter,camouflag,abil,camouflag,help,seahors,avoid,detect,predat,mat,captiv,male,femal,seahors,particip,lengthi,courtship,partner,remain,monogam,mate,life,relationship,lead,interest,characterist,fact,male,store,egg,pouch,stomach,give,birth,babi,passag,impli,seahors,delic,surviv,captiv,monogam,creatur,anchor,resist,ocean,current,good,addit,aquarium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,natur,lover,dishearten,approxim,billion,tree,year,world,paper,paper,increas,spite,email,internet,tree,save,recycl,paper,produc,aluminum,recycl,take,day,start,finish,addit,limit,number,time,aluminum,recycl,recycl,materi,plastic,take,energi,need,plastic,typic,materi,glass,bottl,approxim,thousand,year,decompos,fortun,glass,bottl,recycl,materi,water,pollut,pollut,produc,passag,suggest,recycl,import,ignor,proper,dispos,trash,easi,natur,resourc,deplet,newspap,longer,print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,airplan,upward,forc,act,downward,forc,upward,forc,call,lift,lift,achiev,curvatur,airplan,wing,travel,curv,wing,move,quick,travel,mean,differ,pressur,wing,explan,fast,move,exert,pressur,slow,move,disturb,object,discov,long,invent,airplan,swiss,mathematician,name,daniel,bernoulli,know,bernoulli,principl,move,slowli,plane,wing,pressur,push,wing,greater,pressur,push,airplan,engin,generat,forward,thrust,airplan,abl,rise,grind,passag,impli,lift,act,airplan,airborn,airplan,reli,high,altitud,wind,current,rise,airplan,need,engin,takeoff,land,certain,type,airplan,curv,wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,presidenti,primari,elect,hold,nomin,candid,major,polit,parti,democrat,republican,general,elect,presidenti,candid,primari,elect,prudent,person,test,water,voter,support,actual,advertis,public,intent,refer,oneself,candid,seek,ballot,access,person,indic,decid,candid,monetari,contribut,expenditur,test,water,activ,report,soon,rais,spend,campaign,offici,process,regist,file,candidaci,paperwork,feder,elect,commiss,begin,state,candid,lose,primari,elect,general,elect,independ,parti,candid,passag,suggest,step,take,cautious,individu,want,presidenti,primari,nomin,polit,parti,earli,elect,regist,candid,feder,elect,committe,advertis,endors,candidaci,influenti,group,conduct,opinion,poll,determin,feasibl,campaign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,today,parent,import,choic,come,educ,children,choos,enrol,public,privat,school,educ,home,past,decad,homeschool,increas,popular,option,parent,parent,choos,homeschool,option,abund,flexibl,offer,opportun,provid,famili,bond,greatest,benefit,homeschool,children,provid,individu,attent,tailor,interest,abil,furthermor,homeschool,offer,parent,freedom,decid,children,learn,public,educ,benefit,usual,offer,parent,kind,control,passag,impli,public,privat,school,offer,student,individu,consider,parent,today,choos,homeschool,public,privat,school,privat,school,provid,student,better,opportun,public,school,homeschool,effect,student,public,privat,educ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,skin,expos,excess,amount,ultraviolet,radiat,sunburn,result,sunburn,signifi,damag,skin,character,skin,warm,touch,pain,blister,swell,accompani,aforement,symptom,caus,increas,discomfort,depend,sever,sunburn,categor,degre,second,degre,burn,treat,immedi,care,addit,caus,pain,irrit,excess,exposur,caus,substanti,health,issu,includ,form,cancer,wish,avoid,sunburn,advers,health,effect,associ,wear,appropri,type,sunscreen,time,limit,direct,exposur,passag,impli,sunburn,sourc,minor,discomfort,receiv,attent,involv,minim,effort,avoid,requir,doctor,care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,learn,play,instrument,ideal,activ,school,children,provid,educ,sourc,entertain,learn,play,instrument,benefici,student,practic,way,student,learn,instrument,develop,enhanc,memori,skill,increas,comprehens,skill,improv,mathemat,percept,interact,musician,give,children,perfect,opportun,learn,valuabl,social,skill,music,instruct,help,suffer,physic,mental,ill,furthermor,learn,play,instrument,edifi,child,build,disciplin,focus,practic,daili,requir,skill,passag,impli,learn,play,music,instrument,practic,school,children,best,student,friend,increas,child,chanc,academ,success,benefit,time,devot,practic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,peopl,word,classic,vintag,synonym,describ,older,vehicl,term,interchang,inaccur,major,differ,classic,car,vintag,car,classic,car,vintag,car,classifi,base,vintag,car,older,vintag,car,general,defin,produc,definit,vari,expert,cutoff,year,contend,mark,year,vintag,general,classifi,classic,produc,produc,categor,classic,vintag,depend,expert,assess,vehicl,determin,distinct,particular,import,collector,classif,affect,price,passag,impli,vintag,car,valuabl,classic,car,classic,car,collect,vintag,car,expert,argu,classif,certain,older,car,inabl,categor,older,car,lead,inaccur,price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,design,playroom,children,reward,experi,need,approach,caution,parent,fail,account,safeti,consider,construct,playroom,inattent,safeti,lead,accid,home,playroom,space,children,play,independ,adult,supervis,safeti,consider,import,aspect,parent,design,room,children,play,parent,choos,furnitur,piec,durabl,appropri,pose,littl,threat,injuri,kid,sharp,edg,corner,avoid,heavi,object,secur,anchor,addit,electr,outlet,equip,safeti,plug,passag,suggest,accid,occur,common,playroom,parent,overlook,safeti,concern,constrict,time,parent,concern,safeti,children,adopt,playroom,safeti,measur,help,save,children,live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,mari,wollstonecraft,live,britain,centuri,consid,women,live,write,subject,equal,right,women,experi,impoverish,upbring,alcohol,father,fail,career,young,adult,determin,financi,respons,women,writer,time,view,skeptic,contempt,wollstonecraft,face,challeng,includ,deris,fellow,women,writer,live,london,fortun,wollstonecraft,joseph,johnson,influenti,publish,know,publish,work,radic,thinker,littl,know,author,johnson,publish,wollstonecraft,famous,work,vindic,right,woman,argu,women,treat,individu,influenti,centuri,passag,impli,johnson,publish,controversi,materi,wollstonecraft,write,book,teenag,wollstonecraft,write,read,centuri,women,writer,wide,publish,centuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,prehistor,stone,tool,earli,near,clovi,mexico,determin,archeologist,repres,clovi,cultur,peopl,long,believ,inhabit,world,prevail,think,stone,hunter,come,land,bridg,eastern,asia,approxim,year,spread,america,theori,recent,crumbl,face,archaeolog,sit,predat,clovi,evid,human,sit,chile,brazil,pennsylvania,south,carolina,determin,older,clovi,greater,mysteri,exist,ancestor,arriv,world,boat,australia,south,america,europ,eastern,north,america,travel,alaskan,coastlin,hypothes,prove,find,archeolog,data,passag,suggest,archeologist,initi,theori,prove,incorrect,clovi,peopl,spread,quick,chile,brazil,advanc,archaeolog,lead,question,studi,inhabit,world,boat,arriv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,american,think,stomach,foodborn,ill,substanti,threat,societi,caus,estim,million,peopl,year,foodborn,ill,result,ingest,pathogen,diseas,caus,microorgan,vulner,peopl,weaken,immun,elder,young,children,caution,take,prepar,food,guard,cross,contamin,egg,meat,poultri,clean,surfac,includ,hand,thorough,soap,water,temperatur,import,cook,food,intern,temperatur,reheat,anim,product,refriger,leftov,consum,hour,final,suspect,foodborn,ill,report,local,health,depart,investig,passag,impli,occurr,foodborn,ill,caus,undercook,food,reduc,precautionari,measur,common,sourc,minor,human,discomfort,seldom,report,local,health,depart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,monster,godzilla,seri,cinemat,monster,design,entertain,look,godzilla,origin,initi,movi,debut,see,reflect,japanes,societi,fear,atom,radiat,time,godzilla,dormant,floor,ocean,awaken,american,atom,test,spew,radioact,breath,introduc,american,audienc,year,later,near,refer,danger,atom,weapon,movi,addit,sequel,remak,godzilla,increas,comic,array,foe,serv,dilut,origin,messag,centuri,fear,atom,bomb,longer,predomin,horror,movi,trend,societi,current,fear,unseen,villain,dead,diseas,terror,strike,passag,impli,godzilla,charact,sole,mean,entertain,godzilla,origin,symbol,atom,bomb,comedi,popular,horror,movi,foreign,film,recast,comedi,american,audienc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,reason,promot,preserv,rainforest,possibl,cure,dead,diseas,resid,work,ethnobotanist,scientist,train,plant,biolog,conduct,fieldwork,learn,plant,human,cultur,evolv,time,includ,studi,remot,jungl,hop,discov,miracl,drug,day,biolog,field,ethnobotanist,familiar,time,understand,linguist,anthropolog,ecolog,necessari,fulli,understand,nativ,plant,surround,human,cultur,exampl,collabor,region,shaman,indispens,sourc,inform,local,heal,practic,assist,ethnobotanist,glean,import,inform,potenti,medicin,plant,passag,impli,modern,ethnobotanist,learn,nativ,languag,area,studi,concern,name,identifi,plant,prefer,conduct,fieldwork,local,involv,interest,human,cultur,plant,biolog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,potato,strong,associ,ireland,hard,believ,domest,mile,away,archaeologist,believ,human,cultiv,potato,grow,andean,highland,south,america,year,potato,grow,area,south,america,inca,control,spanish,invas,spanish,credit,introduc,potato,europ,late,british,bring,potato,india,china,product,plant,seawe,requir,minim,land,potato,crop,import,ireland,wild,potato,south,america,includ,hundr,speci,earli,european,varieti,descend,origin,cultiv,speci,creat,narrow,gene,pool,leav,potato,vulner,fungal,blight,caus,widespread,crop,failur,turn,result,million,death,irish,potato,famin,passag,impli,potato,grow,geograph,locat,irish,cultiv,potato,speci,varieti,potato,europ,today,wild,potato,south,america,defenseless,fungal,blight,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,varieti,banana,planet,predomin,varieti,current,avail,unit,state,sweet,yellow,specimen,call,cavendish,singl,varieti,grow,latin,american,plantat,suppli,entir,market,wasn,true,gros,michel,varieti,domin,sale,soil,fungus,caus,panama,diseas,strike,complet,devast,crop,late,cavendish,replac,varieti,resist,panama,diseas,grow,quick,withstand,handl,past,decad,cavendish,plantat,asia,africa,destroy,strain,fungus,caus,panama,diseas,world,need,banana,varieti,love,passag,impli,longer,consum,cavendish,banana,fungal,diseas,destroy,banana,plantat,gros,michel,varieti,domin,market,strain,panama,diseas,spread,latin,america,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,snake,charmer,uniqu,represent,cultur,india,heighten,environment,awar,cultur,influenc,relic,past,carri,cloth,cover,basket,harbor,king,cobra,snake,charmer,abl,support,famili,donat,onlook,stand,transfix,flute,play,respons,seem,danger,snake,charmer,respect,beggar,wildlif,protect,pass,india,includ,snake,enforc,snake,charmer,decad,address,fact,charmer,defang,cobra,sew,mouth,shut,practic,see,cruel,modern,time,prolifer,natur,documentari,cabl,televis,demystifi,snake,citi,dweller,leav,uncharm,snake,charmer,skill,passag,suggest,snake,charm,legal,countri,law,india,decad,enforc,practic,disappear,cultur,chang,snake,charmer,india,beggar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
